repo_id,message,cate_id,cate,fuzz_res
1021622,"['asynchronous', 'templates', 'for', 'the', 'browser', 'and', 'node', 'js']",6,end user application,{'browser': 100}
982541,"['holla', 'rich', 'javascript', 'application']",6,end user application,{'application': 100}
2264200,"['deprecated', 'implementation', 'of', 'the', 'compatibility', 'library', 'viewpager', 'class', 'that', 'supports', 'paging', 'both', 'vertically', 'and', 'horizontally']",5,application libraries,{'library': 100}
1809895,"['motioncaptcha', 'jquery', 'plugin', 'stop', 'draw', 'shapes']",6,end user application,{'plugin': 100}
1108478,"['coffeedrop', 'is', 'an', 'open', 'roll', 'your', 'dropbox', 'like', 'clone', 'written', 'in', 'coffeescript', 'currently', 'not', 'working', 'and', 'under', 'heavy', 'development']",20,engineering and development,{'development': 100}
974855,"['refactoring', 'tool', 'for', 'ruby', 'in', 'vim']",6,end user application,{'tool': 100}
1549505,"['classic', 'dhtml', 'javascript', 'game', 'engine', 'and', 'web', 'based', 'ide']",6,end user application,{'game': 100}
228215,"['redis', 'client', 'for', 'node', 'js', 'abandoned']",17,content Access,{'client': 100}
56855,"['a', 'tiny', 'javascript', 'framework', 'for', 'mobile', 'web', 'apps']",6,end user application,{'web apps': 93}
143845,"['test', 'application', 'for', 'iphone', 'with', 'opencv', 'library']",6,end user application,{'application': 100}
982634,"['a', 'rack', 'application', 'for', 'serving', 'static', 'sites']",6,end user application,{'application': 100}
644997,"['headless', 'htmlunit', 'powered', 'browser', 'for', 'capybara']",6,end user application,{'browser': 100}
677999,"['a', 'lightweight', 'mvc', 'framework', 'for', 'building', 'tidy', 'javascript', 'web', 'apps']",6,end user application,{'web apps': 93}
1495487,"['a', 'really', 'tiny', 'functional', 'javascript', 'and', 'async', 'flow', 'control', 'library']",5,application libraries,{'library': 100}
2480979,"['deprecated', 'use', 'font', 'awesome', 'or', 'font', 'awesome', 'more']",7,word process,{'font': 89}
825791,"['a', 'console', 'based', 'javascripty', 'web', 'client', 'utility', 'using', 'node', 'js']",17,content Access,{'client': 100}
810601,"['an', 'offline', 'html', 'currency', 'converter', 'app', 'for', 'the', 'iphone']",6,end user application,{'app': 100}
1177635,"['osceleton', 'is', 'a', 'proxy', 'that', 'sends', 'skeleton', 'information', 'collected', 'from', 'the', 'kinect', 'sensor', 'via', 'making', 'it', 'easier', 'to', 'use', 'input', 'from', 'the', 'device', 'in', 'any', 'language', 'and', 'framework', 'that', 'supports', 'the', 'osc', 'protocol']",4,middleware,{'framework': 100}
1906047,"['a', 'nice', 'little', 'library', 'for', 'writing', 'and', 'implementing', 'web', 'application', 'behavior', 'in', 'javascript', 'that', 'looks', 'like', 'english']",6,end user application,{'application': 100}
114522,"['culerity', 'integrates', 'cucumber', 'and', 'celerity', 'in', 'order', 'to', 'test', 'your', 'application', 's', 'full', 'stack', 'including', 'javascript', 'your', 'rails', 'app', 'doesn', 't', 'have', 'to', 'run', 'in', 'jruby']",6,end user application,{'application': 100}
46297,"['a', 'ruby', 'library', 'for', 'the', 'disqus', 'commenting', 'api', 'and', 'javascript', 'widgets']",18,application suites,{'widgets': 100}
1333096,"['runloop', 'a', 'jquery', 'plugin', 'for', 'comprehensive', 'animations']",6,end user application,{'plugin': 100}
760908,"['a', 'data', 'driven', 'visualization', 'toolkit']",6,end user application,{'toolkit': 100}
179455,"['a', 'javascript', 'animation', 'library', 'for', 'html', 'canvas']",5,application libraries,{'library': 100}
1023845,"['s', 'is', 'a', 'general', 'partially', 'fault', 'pluggable', 'platform', 'that', 'allows', 'programmers', 'to', 'easily', 'develop', 'applications', 'for', 'processing', 'continuous', 'unbounded', 'streams', 'of', 'data']",6,end user application,{'applications': 96}
751,"['el', 'dorado', 'is', 'a', 'full', 'stack', 'community', 'web', 'application', 'written', 'in', 'ruby', 'and', 'rails']",6,end user application,{'application': 100}
2223890,"['a', 'jquery', 'plugin', 'that', 'provides', 'an', 'abstraction', 'over', 'd', 'and', 'd', 'transforms', 'project', 'owner', 'jtaby']",6,end user application,{'plugin': 100}
958161,"['deprecated', 'javascript', 'game', 'microframework']",6,end user application,{'game': 100}
1733680,"['a', 'knife', 'plugin', 'facilitating', 'and', 'tracking', 'chef', 'cookbooks', 'found', 'on', 'github']",6,end user application,{'plugin': 100}
1835564,"['convenient', 'image', 'processing', 'framework', 'for', 'ios', 'and', 'android', 'face', 'more', 'effects']",4,middleware,{'framework': 100}
2400486,"['google', 'app', 'engine', 'app', 'that', 'retrieves', 'the', 'relevant', 'favicon', 'for', 'a', 'or', 'returns', 'a', 'default', 'icon', 'should', 'it', 'not', 'be', 'able', 'to', 'find', 'it']",6,end user application,{'app': 100}
916697,"['high', 'performance', 'non', 'blocking', 'web', 'framework']",4,middleware,{'framework': 100}
498050,"['a', 'javascript', 'animation', 'library', 'using', 'css', 'transforms', 'and', 'transitions']",5,application libraries,{'library': 100}
620714,"['asynchronous', 'url', 'based', 'commonjs', 'module', 'loader', 'for', 'node', 'with', 'automated', 'dependency', 'resolution', 'and', 'module', 'reloading']",4,middleware,{'module': 92}
2345093,"['linux', 'kernel', 'module', 'for', 'advanced', 'rickrolling']",4,middleware,{'module': 92}
1357872,"['boilerplate', 'setup', 'for', 'app', 'engine', 'with', 'html', 'boilerplate', '', 'user', 'and', 'more']",6,end user application,{'app': 100}
872827,"['a', 'full', 'stack', 'html', 'and', 'css', 'framework', 'that', 'uses', 'less', 'js', 'as', 'it', 's', 'core', 'to', 'provide', 'a', 'truly', 'modular', 'system', 'with', 'addons', 'and', 'other', 'cute', 'stuff', 'd']",4,middleware,{'framework': 100}
1071112,"['cocoa', 'interface', 'to', 'socket', 'io', 'by', 'way', 'of', 'websockets']",5,application libraries,{'interface': 100}
305256,"['swinger', 'is', 'a', 'couchapp', 'for', 'creating', 'and', 'showing', 'presentations', 'think', 'stored', 'in', 'run', 'via', 'javascript', 'and', 'sammy', 'js']",11,presentation,{'presentations': 96}
1647701,"['a', 'gherkin', 'editor', 'based', 'on', 'ace', 'and', 'node', 'js']",7,word process,{'editor': 100}
815252,"['a', 'benchmarking', 'tool', 'for', 'web', 'socket', 'servers']",20,engineering and development,{'benchmarking': 100}
1413148,"['a', 'lightweight', 'framework', 'that', 'helps', 'you', 'write', 'restful', 'web', 'services', 'in', 'nodejs']",4,middleware,{'framework': 100}
190349,"['rack', 'middleware', 'to', 'impose', 'a', 'rate', 'limit', 'on', 'a', 'web', 'service', 'aka', 'api', 'throttling']",4,middleware,{'middleware': 100}
663860,"['material', 'for', 'my', 'railsconf', '', 'tutorial']",15,education,{'tutorial': 100}
834710,"['gwt', 'mobile', 'is', 'a', 'cross', 'platform', 'mobile', 'development', 'tool', 'using', 'google', 'web', 'toolkit', 'technology', 'it', 'provides', 'a', 'set', 'of', 'ui', 'widgets', 'optimized', 'for', 'mobile', 'a', 'orm', 'module', 'to', 'persist', 'objects', 'to', 'the', 'browser', 'and', 'a', 'wrapper', 'to', 'access', 'phonegap', 'functions', 'from', 'gwt']",20,engineering and development,{'development': 100}
1067793,"['a', 'self', 'hosted', 'javascript', 'compiler', 'for', 'the', 'jvm', 'written', 'in', 'coffeescript']",3,programming,{'compiler': 89}
1100540,"['js', 'tool', 'to', 'scan', 'websites', 'for', 'unused', 'css', 'selectors']",6,end user application,{'tool': 100}
1805835,"['a', 'generic', 'port', 'of', 'textmate', 's', 'find', 'in', 'with', 'associated', 'macvim', 'plugin']",6,end user application,{'plugin': 100}
1115308,"['facebook', 'friend', 'exporter', 'chrome', 'extension']",14,communication,{'facebook': 100}
803581,"['not', 'currently', 'working', 'or', 'actively', 'developed', 'a', 'jquery', 'plugin', 'for', 'creating', 'elements', 'that', 'stick', 'to', 'the', 'top', 'of', 'the', 'window', 'when', 'scrolling', 'down', 'the', 'page']",6,end user application,{'plugin': 100}
1313405,"['like', 'websocket', 'but', 'no', 'server', 'setup', 'and', 'available', 'in', 'any', 'browser']",6,end user application,{'browser': 100}
1470055,"['natural', 'language', 'tools']",6,end user application,{'tools': 89}
692663,"['free', 'ebook', 'about', 'ruby', '', '']",15,education,{'ebook': 100}
690156,"['a', 'plugin', 'to', 'add', 'a', 'blog', 'to', 'a', 'rails', 'app', 'that', 'should', 'exist', 'but', 'didn', 't', 'until', 'now']",6,end user application,{'plugin': 100}
537093,"['an', 'eventmachine', 'based', 's', 'client']",17,content Access,{'client': 100}
2437749,"['a', 'client', 'side', 'web', 'framework', 'in', 'bytes']",17,content Access,{'client': 100}
2906356,"['plugins', 'created', 'for', 'use', 'on', 'the', 'flatterline', 'com', 'website']",6,end user application,{'plugins': 92}
1281093,"['a', 'ruby', 'like', 'language', 'that', 'compiles', 'to', 'php']",3,programming,{'compiles': 88}
